Date,RANK,Provider Quotes,Premium,Occ Class,Deferred Period,PaymentTerm,ProviderApplications,womApplications
2023-08-07 00:00:00,4,39,Level,52+,3,Full,0,0
2023-08-07 00:00:00,4,41,Level,13,4,2-Year,0,0
2023-08-07 00:00:00,4,45,Level,13,3,Full,0,0
2023-08-07 00:00:00,4,45,Level,26,3,Full,0,2
2023-08-07 00:00:00,4,46,Level,13,2,Full,0,0
2023-08-07 00:00:00,4,46,Level,4,3,Full,0,0
2023-08-07 00:00:00,4,49,Age-Costed,13,3,2-Year,0,0
2023-08-07 00:00:00,4,49,Level,4,2,Full,0,0
2023-08-07 00:00:00,4,52,Age-Costed,13,2,2-Year,0,0
2023-08-07 00:00:00,4,55,Age-Costed,4,2,2-Year,0,0
2023-08-07 00:00:00,4,56,Level,52+,1,2-Year,0,2
2023-08-07 00:00:00,4,58,Age-Costed,13,1,Full,0,0
2023-08-07 00:00:00,4,69,Level,13,2,2-Year,0,0
2023-08-07 00:00:00,4,70,Level,13,3,2-Year,0,0
2023-08-07 00:00:00,4,77,Age-Costed,4,4,2-Year,0,0
2023-08-07 00:00:00,4,77,Level,4,2,2-Year,0,0
2023-08-07 00:00:00,4,80,Level,52+,1,Full,0,0
2023-08-07 00:00:00,4,84,Age-Costed,4,3,2-Year,0,2
2023-08-07 00:00:00,4,88,Level,8,1,2-Year,0,0
2023-08-07 00:00:00,4,92,Level,26,2,Full,0,0
2023-08-07 00:00:00,4,104,Level,52+,2,Full,0,0
2023-08-07 00:00:00,4,110,Level,4,4,2-Year,2,2
2023-08-07 00:00:00,4,125,Level,26,1,2-Year,0,0
2023-08-07 00:00:00,4,150,Level,4,3,2-Year,0,0
2023-08-07 00:00:00,4,183,Level,26,1,Full,0,0
2023-08-07 00:00:00,4,206,Level,4,1,2-Year,0,4
2023-08-07 00:00:00,4,218,Level,13,1,Full,0,4
2023-08-07 00:00:00,4,302,Level,13,1,2-Year,0,0
2023-08-14 00:00:00,1,0,Age-Costed,52+,2,2-Year,0,0
2023-08-14 00:00:00,1,0,Age-Costed,52+,4,2-Year,0,0
2023-08-14 00:00:00,1,0,Level,13,2,2-Year,0,0
2023-08-14 00:00:00,1,0,Level,26,1,2-Year,0,0
2023-08-14 00:00:00,1,0,Level,26,3,2-Year,0,0
2023-08-14 00:00:00,1,0,Level,26,4,2-Year,0,0
2023-08-14 00:00:00,1,0,Level,4,1,2-Year,0,6
2023-08-14 00:00:00,1,0,Level,52+,1,2-Year,0,0
2023-08-14 00:00:00,1,0,Level,52+,2,2-Year,0,0
2023-08-14 00:00:00,1,0,Level,52+,3,2-Year,0,0
2023-08-14 00:00:00,1,0,Level,52+,4,2-Year,0,0
2023-08-14 00:00:00,1,0,Level,8,1,2-Year,0,2
2023-08-14 00:00:00,1,0,Level,8,2,2-Year,0,4
2023-08-14 00:00:00,1,0,Level,8,2,Full,0,0
2023-08-14 00:00:00,1,1,Age-Costed,13,3,2-Year,0,0
2023-08-14 00:00:00,1,1,Age-Costed,8,2,2-Year,0,0
2023-08-14 00:00:00,1,1,Level,13,1,2-Year,0,0
2023-08-14 00:00:00,1,1,Level,4,2,2-Year,0,0
2023-08-14 00:00:00,1,2,Age-Costed,52+,3,2-Year,0,2
2023-08-14 00:00:00,1,2,Age-Costed,52+,4,Full,0,0
2023-08-14 00:00:00,1,2,Age-Costed,8,2,Full,0,0
2023-08-14 00:00:00,1,2,Level,13,4,2-Year,0,4
2023-08-14 00:00:00,1,2,Level,26,2,2-Year,0,0
2023-08-14 00:00:00,1,2,Level,52+,2,Full,0,0
2023-08-14 00:00:00,1,2,Level,52+,4,Full,0,0
2023-08-14 00:00:00,1,3,Age-Costed,8,3,2-Year,0,0
2023-08-14 00:00:00,1,3,Level,13,3,2-Year,0,0
2023-08-14 00:00:00,1,3,Level,8,3,2-Year,0,4
2023-08-14 00:00:00,1,3,Level,8,3,Full,0,0
2023-08-14 00:00:00,1,4,Age-Costed,0-1,2,Full,0,0
2023-08-14 00:00:00,1,4,Age-Costed,52+,3,Full,0,4
2023-08-14 00:00:00,1,4,Age-Costed,8,3,Full,0,0
2023-08-14 00:00:00,1,4,Level,52+,3,Full,0,2
2023-08-14 00:00:00,1,5,Age-Costed,13,2,2-Year,0,0
2023-08-14 00:00:00,1,5,Age-Costed,26,4,2-Year,0,0
2023-08-14 00:00:00,1,5,Level,26,4,Full,0,0
2023-08-14 00:00:00,1,6,Age-Costed,26,2,2-Year,0,0
2023-08-14 00:00:00,1,6,Age-Costed,4,2,2-Year,0,0
2023-08-14 00:00:00,1,6,Level,26,2,Full,0,6
2023-08-14 00:00:00,1,7,Age-Costed,8,4,Full,0,0
2023-08-14 00:00:00,1,7,Level,13,2,Full,0,8
2023-08-14 00:00:00,1,8,Age-Costed,26,3,2-Year,0,2
2023-08-14 00:00:00,1,8,Level,4,2,Full,0,4
2023-08-14 00:00:00,1,8,Level,8,4,Full,0,0
2023-08-14 00:00:00,1,10,Age-Costed,0-1,2,2-Year,0,0
2023-08-14 00:00:00,1,10,Age-Costed,26,4,Full,0,0
2023-08-14 00:00:00,1,10,Level,8,4,2-Year,0,0
2023-08-14 00:00:00,1,11,Age-Costed,13,4,2-Year,0,0
2023-08-14 00:00:00,1,11,Level,13,4,Full,0,0
2023-08-14 00:00:00,1,13,Level,8,1,Full,2,4
2023-08-14 00:00:00,1,14,Level,52+,1,Full,0,0
2023-08-14 00:00:00,1,15,Age-Costed,0-1,3,Full,0,0
2023-08-14 00:00:00,1,16,Age-Costed,13,4,Full,0,2
2023-08-14 00:00:00,1,16,Level,13,3,Full,0,2
2023-08-14 00:00:00,1,17,Age-Costed,0-1,3,2-Year,0,0
2023-08-14 00:00:00,1,17,Level,4,3,2-Year,0,4
2023-08-14 00:00:00,1,18,Level,4,4,2-Year,0,8
2023-08-14 00:00:00,1,19,Age-Costed,8,4,2-Year,0,2
2023-08-14 00:00:00,1,22,Level,26,3,Full,0,2
2023-08-14 00:00:00,1,26,Age-Costed,13,3,Full,0,0
2023-08-14 00:00:00,1,28,Age-Costed,52+,2,Full,0,0
2023-08-14 00:00:00,1,29,Age-Costed,0-1,4,Full,0,4
2023-08-14 00:00:00,1,29,Age-Costed,4,3,2-Year,0,4
2023-08-14 00:00:00,1,31,Age-Costed,13,2,Full,0,0
2023-08-14 00:00:00,1,31,Age-Costed,52+,1,2-Year,0,0
2023-08-14 00:00:00,1,32,Age-Costed,4,2,Full,0,2
2023-08-14 00:00:00,1,38,Age-Costed,0-1,4,2-Year,0,2
2023-08-14 00:00:00,1,40,Age-Costed,26,3,Full,0,0
2023-08-14 00:00:00,1,42,Level,4,3,Full,0,6
2023-08-14 00:00:00,1,45,Age-Costed,0-1,1,2-Year,0,2
2023-08-14 00:00:00,1,45,Age-Costed,8,1,Full,0,0
2023-08-14 00:00:00,1,51,Age-Costed,8,1,2-Year,0,0
2023-08-14 00:00:00,1,53,Age-Costed,26,2,Full,2,2
2023-08-14 00:00:00,1,59,Level,4,4,Full,0,0
2023-08-14 00:00:00,1,74,Age-Costed,4,3,Full,0,4
2023-08-14 00:00:00,1,78,Level,26,1,Full,0,6
2023-08-14 00:00:00,1,80,Age-Costed,0-1,1,Full,0,0
2023-08-14 00:00:00,1,80,Age-Costed,4,4,Full,2,4
2023-08-14 00:00:00,1,82,Level,4,1,Full,0,6
2023-08-14 00:00:00,1,86,Age-Costed,26,1,2-Year,0,0
2023-08-14 00:00:00,1,86,Age-Costed,4,4,2-Year,0,6
2023-08-14 00:00:00,1,116,Age-Costed,52+,1,Full,0,0
2023-08-14 00:00:00,1,171,Age-Costed,4,1,2-Year,0,2
2023-08-14 00:00:00,1,190,Age-Costed,13,1,2-Year,0,0
2023-08-14 00:00:00,1,207,Age-Costed,4,1,Full,6,6
2023-08-14 00:00:00,1,259,Age-Costed,26,1,Full,2,2
2023-08-14 00:00:00,1,384,Level,13,1,Full,2,10
2023-08-14 00:00:00,1,741,Age-Costed,13,1,Full,0,0
2023-08-14 00:00:00,2,0,Level,13,3,2-Year,0,0
2023-08-14 00:00:00,2,0,Level,26,3,2-Year,0,0
2023-08-14 00:00:00,2,0,Level,4,2,2-Year,0,2
2023-08-14 00:00:00,2,0,Level,52+,1,2-Year,0,0
2023-08-14 00:00:00,2,0,Level,52+,2,2-Year,0,0
2023-08-14 00:00:00,2,0,Level,52+,3,2-Year,0,0
2023-08-14 00:00:00,2,0,Level,52+,4,2-Year,0,0
2023-08-14 00:00:00,2,0,Level,52+,4,Full,0,0
2023-08-14 00:00:00,2,0,Level,8,1,2-Year,0,0
2023-08-14 00:00:00,2,0,Level,8,2,2-Year,0,0
2023-08-14 00:00:00,2,0,Level,8,2,Full,0,0
2023-08-14 00:00:00,2,1,Level,26,2,2-Year,0,0
2023-08-14 00:00:00,2,1,Level,26,4,2-Year,0,0
2023-08-14 00:00:00,2,1,Level,8,4,2-Year,0,0
2023-08-14 00:00:00,2,2,Age-Costed,52+,4,2-Year,0,0
2023-08-14 00:00:00,2,2,Age-Costed,52+,4,Full,0,0
2023-08-14 00:00:00,2,2,Age-Costed,8,2,Full,0,0
2023-08-14 00:00:00,2,2,Level,26,1,2-Year,0,2
2023-08-14 00:00:00,2,3,Age-Costed,26,2,2-Year,0,0
2023-08-14 00:00:00,2,3,Level,13,2,2-Year,0,0
2023-08-14 00:00:00,2,3,Level,8,3,2-Year,0,0
2023-08-14 00:00:00,2,4,Age-Costed,52+,2,2-Year,0,0
2023-08-14 00:00:00,2,4,Age-Costed,8,2,2-Year,0,0
2023-08-14 00:00:00,2,4,Level,13,4,2-Year,0,0
2023-08-14 00:00:00,2,4,Level,52+,3,Full,0,0
2023-08-14 00:00:00,2,5,Age-Costed,52+,1,Full,0,0
2023-08-14 00:00:00,2,5,Level,26,4,Full,0,0
2023-08-14 00:00:00,2,5,Level,8,3,Full,0,0
2023-08-14 00:00:00,2,7,Age-Costed,8,4,Full,0,2
2023-08-14 00:00:00,2,8,Age-Costed,26,4,Full,0,0
2023-08-14 00:00:00,2,8,Age-Costed,8,4,2-Year,0,0
2023-08-14 00:00:00,2,8,Level,52+,2,Full,0,0
2023-08-14 00:00:00,2,8,Level,8,4,Full,0,0
2023-08-14 00:00:00,2,9,Age-Costed,0-1,2,Full,0,0
2023-08-14 00:00:00,2,9,Age-Costed,26,4,2-Year,0,0
2023-08-14 00:00:00,2,9,Age-Costed,8,3,2-Year,0,0
2023-08-14 00:00:00,2,10,Age-Costed,8,3,Full,0,0
2023-08-14 00:00:00,2,11,Age-Costed,0-1,1,2-Year,0,0
2023-08-14 00:00:00,2,11,Age-Costed,26,3,2-Year,0,0
2023-08-14 00:00:00,2,11,Level,13,1,2-Year,0,0
2023-08-14 00:00:00,2,12,Age-Costed,0-1,2,2-Year,0,0
2023-08-14 00:00:00,2,12,Age-Costed,13,4,2-Year,0,0
2023-08-14 00:00:00,2,13,Age-Costed,4,2,2-Year,0,0
2023-08-14 00:00:00,2,14,Age-Costed,0-1,3,2-Year,0,0
2023-08-14 00:00:00,2,14,Age-Costed,0-1,4,2-Year,0,8
2023-08-14 00:00:00,2,14,Age-Costed,52+,1,2-Year,0,0
2023-08-14 00:00:00,2,14,Level,13,4,Full,0,0
2023-08-14 00:00:00,2,16,Age-Costed,0-1,1,Full,0,0
2023-08-14 00:00:00,2,16,Age-Costed,52+,3,2-Year,0,0
2023-08-14 00:00:00,2,16,Level,26,2,Full,0,0
2023-08-14 00:00:00,2,17,Age-Costed,13,3,2-Year,0,0
2023-08-14 00:00:00,2,17,Level,4,1,2-Year,0,2
2023-08-14 00:00:00,2,18,Age-Costed,0-1,3,Full,0,0
2023-08-14 00:00:00,2,18,Age-Costed,13,4,Full,0,2
2023-08-14 00:00:00,2,18,Level,13,2,Full,0,0
2023-08-14 00:00:00,2,19,Level,4,2,Full,0,0
2023-08-14 00:00:00,2,22,Age-Costed,26,3,Full,0,2
2023-08-14 00:00:00,2,22,Age-Costed,8,1,Full,0,0
2023-08-14 00:00:00,2,23,Age-Costed,26,1,2-Year,0,0
2023-08-14 00:00:00,2,23,Age-Costed,8,1,2-Year,0,0
2023-08-14 00:00:00,2,24,Age-Costed,52+,3,Full,0,0
2023-08-14 00:00:00,2,25,Level,26,3,Full,0,0
2023-08-14 00:00:00,2,26,Age-Costed,13,2,2-Year,0,0
2023-08-14 00:00:00,2,26,Age-Costed,26,1,Full,0,0
2023-08-14 00:00:00,2,26,Level,13,3,Full,0,0
2023-08-14 00:00:00,2,27,Level,4,3,2-Year,0,0
2023-08-14 00:00:00,2,28,Age-Costed,26,2,Full,0,0
2023-08-14 00:00:00,2,29,Level,8,1,Full,0,0
2023-08-14 00:00:00,2,34,Age-Costed,4,2,Full,2,2
2023-08-14 00:00:00,2,35,Level,52+,1,Full,0,0
2023-08-14 00:00:00,2,38,Age-Costed,0-1,4,Full,0,0
2023-08-14 00:00:00,2,40,Age-Costed,13,3,Full,0,0
2023-08-14 00:00:00,2,42,Age-Costed,13,2,Full,0,0
2023-08-14 00:00:00,2,47,Level,26,1,Full,0,2
2023-08-14 00:00:00,2,53,Age-Costed,52+,2,Full,0,0
2023-08-14 00:00:00,2,58,Level,4,4,2-Year,0,6
2023-08-14 00:00:00,2,66,Age-Costed,4,1,Full,0,0
2023-08-14 00:00:00,2,67,Age-Costed,4,1,2-Year,0,0
2023-08-14 00:00:00,2,67,Age-Costed,4,3,Full,0,0
2023-08-14 00:00:00,2,68,Age-Costed,4,4,2-Year,2,6
2023-08-14 00:00:00,2,77,Age-Costed,4,4,Full,0,0
2023-08-14 00:00:00,2,85,Level,4,3,Full,0,0
2023-08-14 00:00:00,2,89,Age-Costed,13,1,2-Year,0,0
2023-08-14 00:00:00,2,94,Age-Costed,4,3,2-Year,0,2
2023-08-14 00:00:00,2,100,Level,4,4,Full,0,0
2023-08-14 00:00:00,2,112,Age-Costed,13,1,Full,0,0
2023-08-14 00:00:00,2,148,Level,4,1,Full,0,0
2023-08-14 00:00:00,2,222,Level,13,1,Full,0,2
2023-08-14 00:00:00,3,0,Age-Costed,52+,4,2-Year,0,0
2023-08-14 00:00:00,3,0,Age-Costed,52+,4,Full,0,0
2023-08-14 00:00:00,3,0,Age-Costed,8,1,2-Year,0,0
2023-08-14 00:00:00,3,0,Level,26,1,2-Year,0,0
2023-08-14 00:00:00,3,0,Level,26,2,2-Year,0,0
2023-08-14 00:00:00,3,0,Level,26,3,2-Year,0,0
2023-08-14 00:00:00,3,0,Level,26,4,2-Year,0,0
2023-08-14 00:00:00,3,0,Level,52+,1,2-Year,0,0
2023-08-14 00:00:00,3,0,Level,52+,3,2-Year,0,0
2023-08-14 00:00:00,3,0,Level,52+,4,2-Year,0,0
2023-08-14 00:00:00,3,0,Level,8,2,2-Year,0,0
2023-08-14 00:00:00,3,1,Age-Costed,0-1,1,2-Year,0,0
2023-08-14 00:00:00,3,1,Age-Costed,26,4,2-Year,0,0
2023-08-14 00:00:00,3,1,Level,8,2,Full,0,0
2023-08-14 00:00:00,3,1,Level,8,3,2-Year,0,0
2023-08-14 00:00:00,3,2,Age-Costed,0-1,2,2-Year,0,0
2023-08-14 00:00:00,3,2,Age-Costed,0-1,2,Full,0,0
2023-08-14 00:00:00,3,2,Age-Costed,0-1,3,2-Year,0,0
2023-08-14 00:00:00,3,2,Age-Costed,26,2,2-Year,0,0
2023-08-14 00:00:00,3,2,Age-Costed,52+,1,2-Year,0,0
2023-08-14 00:00:00,3,2,Age-Costed,52+,2,Full,0,0
2023-08-14 00:00:00,3,2,Age-Costed,8,4,2-Year,0,0
2023-08-14 00:00:00,3,2,Level,13,3,2-Year,0,0
2023-08-14 00:00:00,3,2,Level,52+,2,2-Year,0,0
2023-08-14 00:00:00,3,2,Level,52+,4,Full,0,0
2023-08-14 00:00:00,3,3,Age-Costed,8,2,Full,0,0
2023-08-14 00:00:00,3,4,Age-Costed,0-1,1,Full,0,0
2023-08-14 00:00:00,3,4,Age-Costed,52+,2,2-Year,0,0
2023-08-14 00:00:00,3,4,Level,13,2,2-Year,0,0
2023-08-14 00:00:00,3,4,Level,8,1,2-Year,0,0
2023-08-14 00:00:00,3,5,Age-Costed,13,2,2-Year,0,0
2023-08-14 00:00:00,3,5,Age-Costed,26,3,2-Year,0,0
2023-08-14 00:00:00,3,6,Age-Costed,26,4,Full,0,0
2023-08-14 00:00:00,3,6,Age-Costed,52+,1,Full,0,0
2023-08-14 00:00:00,3,6,Age-Costed,8,3,Full,0,0
2023-08-14 00:00:00,3,6,Level,26,4,Full,0,0
2023-08-14 00:00:00,3,6,Level,52+,2,Full,0,0
2023-08-14 00:00:00,3,7,Age-Costed,8,1,Full,0,0
2023-08-14 00:00:00,3,7,Level,8,4,2-Year,0,0
2023-08-14 00:00:00,3,8,Age-Costed,26,1,2-Year,0,0
2023-08-14 00:00:00,3,8,Level,8,3,Full,0,0
2023-08-14 00:00:00,3,9,Age-Costed,0-1,4,2-Year,0,0
2023-08-14 00:00:00,3,9,Age-Costed,52+,3,2-Year,0,0
2023-08-14 00:00:00,3,10,Level,4,2,2-Year,0,0
2023-08-14 00:00:00,3,10,Level,8,4,Full,0,0
2023-08-14 00:00:00,3,11,Age-Costed,0-1,3,Full,0,0
2023-08-14 00:00:00,3,13,Age-Costed,52+,3,Full,0,0
2023-08-14 00:00:00,3,13,Age-Costed,8,2,2-Year,0,0
2023-08-14 00:00:00,3,13,Level,13,4,2-Year,0,0
2023-08-14 00:00:00,3,14,Age-Costed,26,1,Full,0,0
2023-08-14 00:00:00,3,14,Level,26,2,Full,0,0
2023-08-14 00:00:00,3,14,Level,52+,3,Full,0,0
2023-08-14 00:00:00,3,15,Age-Costed,0-1,4,Full,0,0
2023-08-14 00:00:00,3,15,Level,52+,1,Full,0,0
2023-08-14 00:00:00,3,17,Age-Costed,13,2,Full,0,0
2023-08-14 00:00:00,3,17,Age-Costed,8,3,2-Year,0,0
2023-08-14 00:00:00,3,17,Level,13,3,Full,0,0
2023-08-14 00:00:00,3,17,Level,26,3,Full,0,0
2023-08-14 00:00:00,3,18,Age-Costed,13,4,Full,0,0
2023-08-14 00:00:00,3,18,Age-Costed,26,3,Full,0,0
2023-08-14 00:00:00,3,18,Age-Costed,4,1,Full,0,0
2023-08-14 00:00:00,3,18,Level,13,1,2-Year,0,0
2023-08-14 00:00:00,3,18,Level,13,4,Full,0,0
2023-08-14 00:00:00,3,19,Age-Costed,13,1,Full,0,0
2023-08-14 00:00:00,3,19,Age-Costed,4,1,2-Year,0,0
2023-08-14 00:00:00,3,20,Age-Costed,8,4,Full,0,0
2023-08-14 00:00:00,3,21,Age-Costed,13,3,2-Year,0,0
2023-08-14 00:00:00,3,22,Age-Costed,13,1,2-Year,0,0
2023-08-14 00:00:00,3,22,Age-Costed,4,2,2-Year,0,0
2023-08-14 00:00:00,3,22,Age-Costed,4,2,Full,0,0
2023-08-14 00:00:00,3,23,Age-Costed,13,3,Full,0,0
2023-08-14 00:00:00,3,24,Age-Costed,13,4,2-Year,0,0
2023-08-14 00:00:00,3,24,Age-Costed,26,2,Full,0,0
2023-08-14 00:00:00,3,27,Level,8,1,Full,0,0
2023-08-14 00:00:00,3,35,Level,4,2,Full,0,0
2023-08-14 00:00:00,3,36,Level,4,1,2-Year,0,2
2023-08-14 00:00:00,3,38,Level,4,3,2-Year,0,2
2023-08-14 00:00:00,3,40,Level,13,2,Full,0,0
2023-08-14 00:00:00,3,45,Level,26,1,Full,0,2
2023-08-14 00:00:00,3,48,Age-Costed,4,3,2-Year,0,0
2023-08-14 00:00:00,3,48,Level,4,3,Full,0,0
2023-08-14 00:00:00,3,50,Age-Costed,4,4,2-Year,0,4
2023-08-14 00:00:00,3,56,Level,4,1,Full,0,0
2023-08-14 00:00:00,3,66,Age-Costed,4,3,Full,0,0
2023-08-14 00:00:00,3,80,Level,4,4,Full,0,0
2023-08-14 00:00:00,3,84,Age-Costed,4,4,Full,0,0
2023-08-14 00:00:00,3,85,Level,13,1,Full,0,2
2023-08-14 00:00:00,3,98,Level,4,4,2-Year,0,0
2023-08-14 00:00:00,4,0,Age-Costed,0-1,1,Full,0,0
2023-08-14 00:00:00,4,0,Age-Costed,52+,1,2-Year,0,0
2023-08-14 00:00:00,4,1,Age-Costed,8,1,2-Year,0,0
2023-08-14 00:00:00,4,2,Age-Costed,26,4,2-Year,0,0
2023-08-14 00:00:00,4,2,Age-Costed,52+,4,Full,0,0
2023-08-14 00:00:00,4,2,Level,52+,4,2-Year,0,0
2023-08-14 00:00:00,4,2,Level,52+,4,Full,0,0
2023-08-14 00:00:00,4,3,Age-Costed,26,4,Full,0,0
2023-08-14 00:00:00,4,3,Age-Costed,52+,2,2-Year,0,0
2023-08-14 00:00:00,4,4,Age-Costed,26,1,Full,0,0
2023-08-14 00:00:00,4,5,Age-Costed,4,1,2-Year,0,0
2023-08-14 00:00:00,4,5,Age-Costed,52+,1,Full,0,0
2023-08-14 00:00:00,4,5,Age-Costed,8,1,Full,0,0
2023-08-14 00:00:00,4,6,Age-Costed,0-1,3,Full,0,0
2023-08-14 00:00:00,4,6,Age-Costed,8,2,2-Year,0,0
2023-08-14 00:00:00,4,8,Age-Costed,0-1,2,Full,0,0
2023-08-14 00:00:00,4,8,Age-Costed,26,1,2-Year,0,0
2023-08-14 00:00:00,4,8,Age-Costed,26,2,2-Year,0,0
2023-08-14 00:00:00,4,8,Age-Costed,4,1,Full,0,0
2023-08-14 00:00:00,4,9,Age-Costed,0-1,1,2-Year,0,0
2023-08-14 00:00:00,4,9,Age-Costed,8,2,Full,0,0
2023-08-14 00:00:00,4,9,Age-Costed,8,4,Full,0,0
2023-08-14 00:00:00,4,9,Level,52+,2,2-Year,0,0
2023-08-14 00:00:00,4,10,Level,8,1,Full,0,0
2023-08-14 00:00:00,4,11,Age-Costed,13,4,Full,0,0
2023-08-14 00:00:00,4,11,Age-Costed,8,3,Full,0,0
2023-08-14 00:00:00,4,11,Level,26,4,Full,0,0
2023-08-14 00:00:00,4,12,Age-Costed,52+,3,2-Year,0,0
2023-08-14 00:00:00,4,13,Age-Costed,0-1,2,2-Year,0,0
2023-08-14 00:00:00,4,13,Level,4,1,Full,0,0
2023-08-14 00:00:00,4,14,Age-Costed,26,2,Full,0,0
2023-08-14 00:00:00,4,15,Age-Costed,8,3,2-Year,0,0
2023-08-14 00:00:00,4,15,Level,8,2,Full,0,0
2023-08-14 00:00:00,4,15,Level,8,3,Full,0,0
2023-08-14 00:00:00,4,16,Level,26,2,2-Year,0,0
2023-08-14 00:00:00,4,16,Level,26,4,2-Year,0,0
2023-08-14 00:00:00,4,17,Age-Costed,0-1,3,2-Year,0,0
2023-08-14 00:00:00,4,17,Level,8,4,Full,0,0
2023-08-14 00:00:00,4,19,Age-Costed,4,4,Full,0,0
2023-08-14 00:00:00,4,19,Age-Costed,52+,2,Full,0,0
2023-08-14 00:00:00,4,20,Level,13,4,Full,0,0
2023-08-14 00:00:00,4,21,Age-Costed,8,4,2-Year,0,0
2023-08-14 00:00:00,4,21,Level,4,4,Full,0,2
2023-08-14 00:00:00,4,22,Age-Costed,26,3,Full,0,0
2023-08-14 00:00:00,4,22,Age-Costed,4,3,Full,0,0
2023-08-14 00:00:00,4,23,Age-Costed,13,3,Full,0,0
2023-08-14 00:00:00,4,24,Age-Costed,26,3,2-Year,0,0
2023-08-14 00:00:00,4,24,Level,8,2,2-Year,0,2
2023-08-14 00:00:00,4,26,Age-Costed,52+,3,Full,0,0
2023-08-14 00:00:00,4,27,Age-Costed,0-1,4,Full,0,0
2023-08-14 00:00:00,4,32,Age-Costed,4,2,Full,0,2
2023-08-14 00:00:00,4,32,Level,8,4,2-Year,0,0
2023-08-14 00:00:00,4,34,Age-Costed,13,1,Full,0,0
2023-08-14 00:00:00,4,37,Age-Costed,13,4,2-Year,0,0
2023-08-14 00:00:00,4,37,Level,8,3,2-Year,0,0
2023-08-14 00:00:00,4,38,Level,26,3,Full,0,0
2023-08-14 00:00:00,4,39,Level,52+,3,2-Year,0,0
2023-08-14 00:00:00,4,40,Age-Costed,0-1,4,2-Year,0,0
2023-08-14 00:00:00,4,41,Age-Costed,13,1,2-Year,0,0
2023-08-14 00:00:00,4,42,Age-Costed,13,2,Full,0,0
2023-08-14 00:00:00,4,45,Level,52+,3,Full,0,0
2023-08-14 00:00:00,4,47,Level,52+,1,2-Year,0,0
2023-08-14 00:00:00,4,48,Level,26,3,2-Year,0,0
2023-08-14 00:00:00,4,53,Level,13,3,Full,0,0
2023-08-14 00:00:00,4,54,Level,4,3,Full,0,0
2023-08-14 00:00:00,4,55,Age-Costed,13,2,2-Year,0,0
2023-08-14 00:00:00,4,58,Level,4,2,Full,0,0
2023-08-14 00:00:00,4,64,Level,13,4,2-Year,0,0
2023-08-14 00:00:00,4,66,Age-Costed,4,2,2-Year,0,0
2023-08-14 00:00:00,4,67,Level,13,2,Full,2,2
2023-08-14 00:00:00,4,68,Age-Costed,4,4,2-Year,0,4
2023-08-14 00:00:00,4,68,Level,52+,1,Full,0,2
2023-08-14 00:00:00,4,71,Level,8,1,2-Year,0,0
2023-08-14 00:00:00,4,75,Age-Costed,13,3,2-Year,0,0
2023-08-14 00:00:00,4,83,Level,26,2,Full,0,0
2023-08-14 00:00:00,4,84,Level,13,2,2-Year,0,0
2023-08-14 00:00:00,4,86,Level,52+,2,Full,0,0
2023-08-14 00:00:00,4,96,Level,4,2,2-Year,0,0
2023-08-14 00:00:00,4,98,Level,4,4,2-Year,0,0
2023-08-14 00:00:00,4,99,Age-Costed,4,3,2-Year,2,4
2023-08-14 00:00:00,4,109,Level,13,3,2-Year,0,0
2023-08-14 00:00:00,4,123,Level,26,1,2-Year,0,2
2023-08-14 00:00:00,4,132,Level,26,1,Full,0,0
2023-08-14 00:00:00,4,188,Level,4,3,2-Year,0,2
2023-08-14 00:00:00,4,209,Level,4,1,2-Year,2,4
2023-08-14 00:00:00,4,215,Level,13,1,Full,0,4
2023-08-14 00:00:00,4,312,Level,13,1,2-Year,0,2
2023-08-21 00:00:00,1,0,Age-Costed,13,2,2-Year,0,0
2023-08-21 00:00:00,1,0,Age-Costed,52+,2,2-Year,0,0
2023-08-21 00:00:00,1,0,Age-Costed,8,2,2-Year,0,0
2023-08-21 00:00:00,1,0,Level,13,2,2-Year,0,4
2023-08-21 00:00:00,1,0,Level,13,3,2-Year,0,0
2023-08-21 00:00:00,1,0,Level,26,1,2-Year,0,0
2023-08-21 00:00:00,1,0,Level,26,2,2-Year,0,0
2023-08-21 00:00:00,1,0,Level,26,3,2-Year,0,2
2023-08-21 00:00:00,1,0,Level,26,4,2-Year,0,0
2023-08-21 00:00:00,1,0,Level,52+,1,2-Year,0,0
2023-08-21 00:00:00,1,0,Level,52+,2,2-Year,0,0
2023-08-21 00:00:00,1,0,Level,52+,3,2-Year,0,0
2023-08-21 00:00:00,1,0,Level,52+,3,Full,0,0
2023-08-21 00:00:00,1,0,Level,52+,4,2-Year,0,0
2023-08-21 00:00:00,1,0,Level,52+,4,Full,0,0
2023-08-21 00:00:00,1,0,Level,8,1,2-Year,0,2
2023-08-21 00:00:00,1,0,Level,8,2,2-Year,0,0
2023-08-21 00:00:00,1,0,Level,8,4,2-Year,0,2
2023-08-21 00:00:00,1,1,Age-Costed,13,3,2-Year,0,0
2023-08-21 00:00:00,1,1,Age-Costed,52+,3,2-Year,0,0
2023-08-21 00:00:00,1,1,Level,4,2,2-Year,0,4
2023-08-21 00:00:00,1,1,Level,8,2,Full,0,0
2023-08-21 00:00:00,1,2,Age-Costed,0-1,2,Full,0,4
2023-08-21 00:00:00,1,2,Age-Costed,8,2,Full,0,0
2023-08-21 00:00:00,1,2,Level,8,3,2-Year,0,2
2023-08-21 00:00:00,1,2,Level,8,4,Full,0,0
